"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
HHS Regions,Region 5,2016,23,1250,2,12,1.12,0.16,0.96
HHS Regions,Region 6,2016,23,1515,29,39,4.48845,1.91419,2.57426
HHS Regions,Region 7,2016,23,406,1,3,0.985222,0.246305,0.738916
HHS Regions,Region 8,2016,23,704,6,4,1.42045,0.852273,0.568182
HHS Regions,Region 9,2016,23,726,7,8,2.06612,0.964187,1.10193
HHS Regions,Region 10,2016,23,354,3,5,2.25989,0.847458,1.41243
HHS Regions,Region 1,2016,24,367,3,2,1.3624,0.817439,0.544959
HHS Regions,Region 2,2016,24,1056,8,9,1.60985,0.757576,0.852273
HHS Regions,Region 3,2016,24,556,0,2,0.359712,0,0.359712
HHS Regions,Region 4,2016,24,1705,20,55,4.39883,1.17302,3.22581
HHS Regions,Region 5,2016,24,1186,4,3,0.590219,0.337268,0.252951
HHS Regions,Region 6,2016,24,1433,14,20,2.37264,0.976971,1.39567
HHS Regions,Region 7,2016,24,401,0,0,0,0,0
HHS Regions,Region 8,2016,24,608,1,0,0.164474,0.164474,0
HHS Regions,Region 9,2016,24,685,6,3,1.31387,0.875912,0.437956
HHS Regions,Region 10,2016,24,367,3,0,0.817439,0.817439,0
HHS Regions,Region 1,2016,25,296,1,2,1.01351,0.337838,0.675676
HHS Regions,Region 2,2016,25,978,2,8,1.02249,0.204499,0.817996
HHS Regions,Region 3,2016,25,552,0,1,0.181159,0,0.181159
HHS Regions,Region 4,2016,25,1515,17,49,4.35644,1.12211,3.23432
HHS Regions,Region 5,2016,25,1079,3,3,0.55607,0.278035,0.278035
HHS Regions,Region 6,2016,25,1189,15,15,2.52313,1.26156,1.26156
HHS Regions,Region 7,2016,25,282,0,0,0,0,0
HHS Regions,Region 8,2016,25,539,2,2,0.742115,0.371058,0.371058
HHS Regions,Region 9,2016,25,699,1,3,0.572246,0.143062,0.429185
HHS Regions,Region 10,2016,25,288,3,0,1.04167,1.04167,0
HHS Regions,Region 1,2016,26,268,1,0,0.373134,0.373134,0
HHS Regions,Region 2,2016,26,899,1,2,0.333704,0.111235,0.222469
HHS Regions,Region 3,2016,26,442,0,3,0.678733,0,0.678733
HHS Regions,Region 4,2016,26,1180,13,27,3.38983,1.10169,2.28814
HHS Regions,Region 5,2016,26,851,1,2,0.352526,0.117509,0.235018
HHS Regions,Region 6,2016,26,881,3,12,1.70261,0.340522,1.36209
HHS Regions,Region 7,2016,26,309,0,1,0.323625,0,0.323625
HHS Regions,Region 8,2016,26,578,2,0,0.346021,0.346021,0
HHS Regions,Region 9,2016,26,632,4,4,1.26582,0.632911,0.632911
HHS Regions,Region 10,2016,26,258,1,0,0.387597,0.387597,0
HHS Regions,Region 1,2016,27,246,1,0,0.406504,0.406504,0
HHS Regions,Region 2,2016,27,741,2,1,0.404858,0.269906,0.134953
HHS Regions,Region 3,2016,27,399,1,3,1.00251,0.250627,0.75188
HHS Regions,Region 4,2016,27,1207,12,17,2.40265,0.9942,1.40845
HHS Regions,Region 5,2016,27,804,0,1,0.124378,0,0.124378
HHS Regions,Region 6,2016,27,1030,4,4,0.776699,0.38835,0.38835
HHS Regions,Region 7,2016,27,341,0,3,0.879765,0,0.879765
HHS Regions,Region 8,2016,27,542,2,0,0.369004,0.369004,0
HHS Regions,Region 9,2016,27,387,1,0,0.258398,0.258398,0
HHS Regions,Region 10,2016,27,281,1,1,0.711744,0.355872,0.355872
HHS Regions,Region 1,2016,28,228,0,0,0,0,0
HHS Regions,Region 2,2016,28,752,2,2,0.531915,0.265957,0.265957
HHS Regions,Region 3,2016,28,477,0,1,0.209644,0,0.209644
HHS Regions,Region 4,2016,28,1146,11,8,1.65794,0.95986,0.69808
HHS Regions,Region 5,2016,28,982,1,1,0.203666,0.101833,0.101833
HHS Regions,Region 6,2016,28,964,6,11,1.76349,0.622407,1.14108
HHS Regions,Region 7,2016,28,311,1,1,0.643087,0.321543,0.321543
HHS Regions,Region 8,2016,28,563,1,1,0.35524,0.17762,0.17762
HHS Regions,Region 9,2016,28,634,2,6,1.26183,0.315457,0.946372
HHS Regions,Region 10,2016,28,271,0,0,0,0,0
HHS Regions,Region 1,2016,29,95,1,1,2.10526,1.05263,1.05263
HHS Regions,Region 2,2016,29,703,0,3,0.426743,0,0.426743
HHS Regions,Region 3,2016,29,497,0,0,0,0,0
HHS Regions,Region 4,2016,29,1125,7,17,2.13333,0.622222,1.51111
HHS Regions,Region 5,2016,29,806,2,0,0.248139,0.248139,0
HHS Regions,Region 6,2016,29,908,2,3,0.550661,0.220264,0.330396
HHS Regions,Region 7,2016,29,291,1,1,0.687285,0.343643,0.343643
HHS Regions,Region 8,2016,29,521,3,1,0.767754,0.575816,0.191939
HHS Regions,Region 9,2016,29,684,7,0,1.02339,1.02339,0
HHS Regions,Region 10,2016,29,258,1,0,0.387597,0.387597,0
HHS Regions,Region 1,2016,30,112,0,0,0,0,0
HHS Regions,Region 2,2016,30,713,1,0,0.140252,0.140252,0
HHS Regions,Region 3,2016,30,470,0,0,0,0,0
HHS Regions,Region 4,2016,30,1116,10,16,2.32975,0.896057,1.43369
HHS Regions,Region 5,2016,30,809,2,0,0.247219,0.247219,0
HHS Regions,Region 6,2016,30,884,4,7,1.24434,0.452489,0.791855
HHS Regions,Region 7,2016,30,318,0,0,0,0,0
HHS Regions,Region 8,2016,30,508,0,0,0,0,0
HHS Regions,Region 9,2016,30,569,2,1,0.527241,0.351494,0.175747
HHS Regions,Region 10,2016,30,257,1,1,0.77821,0.389105,0.389105
HHS Regions,Region 1,2016,31,203,0,1,0.492611,0,0.492611
HHS Regions,Region 2,2016,31,665,0,0,0,0,0
HHS Regions,Region 3,2016,31,453,1,0,0.220751,0.220751,0
HHS Regions,Region 4,2016,31,1094,12,11,2.10238,1.09689,1.00548
HHS Regions,Region 5,2016,31,811,7,1,0.986436,0.863132,0.123305
HHS Regions,Region 6,2016,31,788,5,6,1.39594,0.634518,0.761421
HHS Regions,Region 7,2016,31,318,0,0,0,0,0
HHS Regions,Region 8,2016,31,549,5,0,0.910747,0.910747,0
HHS Regions,Region 9,2016,31,567,2,1,0.529101,0.352734,0.176367
HHS Regions,Region 10,2016,31,227,1,0,0.440529,0.440529,0
HHS Regions,Region 1,2016,32,177,0,0,0,0,0
HHS Regions,Region 2,2016,32,720,0,0,0,0,0
HHS Regions,Region 3,2016,32,458,0,0,0,0,0
HHS Regions,Region 4,2016,32,1181,11,21,2.70957,0.931414,1.77815
HHS Regions,Region 5,2016,32,898,3,0,0.334076,0.334076,0
HHS Regions,Region 6,2016,32,797,4,4,1.00376,0.501882,0.501882
HHS Regions,Region 7,2016,32,295,0,0,0,0,0
HHS Regions,Region 8,2016,32,509,1,0,0.196464,0.196464,0
HHS Regions,Region 9,2016,32,485,1,5,1.23711,0.206186,1.03093
HHS Regions,Region 10,2016,32,253,2,0,0.790514,0.790514,0
HHS Regions,Region 1,2016,33,188,1,0,0.531915,0.531915,0
HHS Regions,Region 2,2016,33,680,5,1,0.882353,0.735294,0.147059
HHS Regions,Region 3,2016,33,444,1,0,0.225225,0.225225,0
HHS Regions,Region 4,2016,33,1273,12,13,1.96386,0.942655,1.02121
HHS Regions,Region 5,2016,33,797,6,0,0.752823,0.752823,0
HHS Regions,Region 6,2016,33,802,2,6,0.997506,0.249377,0.74813
HHS Regions,Region 7,2016,33,348,0,0,0,0,0
HHS Regions,Region 8,2016,33,562,0,0,0,0,0
HHS Regions,Region 9,2016,33,649,0,1,0.154083,0,0.154083
HHS Regions,Region 10,2016,33,231,0,0,0,0,0
HHS Regions,Region 1,2016,34,172,0,0,0,0,0
HHS Regions,Region 2,2016,34,657,0,1,0.152207,0,0.152207
HHS Regions,Region 3,2016,34,413,2,0,0.484262,0.484262,0
HHS Regions,Region 4,2016,34,1402,20,18,2.71041,1.42653,1.28388
HHS Regions,Region 5,2016,34,930,2,1,0.322581,0.215054,0.107527
HHS Regions,Region 6,2016,34,970,31,4,3.60825,3.19588,0.412371
HHS Regions,Region 7,2016,34,375,0,0,0,0,0
HHS Regions,Region 8,2016,34,582,1,0,0.171821,0.171821,0
HHS Regions,Region 9,2016,34,521,5,1,1.15163,0.959693,0.191939
HHS Regions,Region 10,2016,34,242,2,0,0.826446,0.826446,0
HHS Regions,Region 1,2016,35,180,2,0,1.11111,1.11111,0
HHS Regions,Region 2,2016,35,668,2,0,0.299401,0.299401,0
HHS Regions,Region 3,2016,35,497,4,1,1.00604,0.804829,0.201207
HHS Regions,Region 4,2016,35,1538,6,26,2.08062,0.390117,1.69051
HHS Regions,Region 5,2016,35,913,5,2,0.766703,0.547645,0.219058
HHS Regions,Region 6,2016,35,1330,45,12,4.28571,3.38346,0.902256
HHS Regions,Region 7,2016,35,385,0,0,0,0,0
HHS Regions,Region 8,2016,35,661,3,0,0.453858,0.453858,0
HHS Regions,Region 9,2016,35,678,9,0,1.32743,1.32743,0
HHS Regions,Region 10,2016,35,243,2,0,0.823045,0.823045,0
HHS Regions,Region 1,2016,36,239,1,0,0.41841,0.41841,0
HHS Regions,Region 2,2016,36,673,0,1,0.148588,0,0.148588
HHS Regions,Region 3,2016,36,586,1,1,0.341297,0.170648,0.170648
HHS Regions,Region 4,2016,36,1761,20,35,3.12323,1.13572,1.98751
HHS Regions,Region 5,2016,36,1031,3,1,0.387973,0.29098,0.0969932
HHS Regions,Region 6,2016,36,1410,21,17,2.69504,1.48936,1.20567
HHS Regions,Region 7,2016,36,446,2,0,0.44843,0.44843,0
HHS Regions,Region 8,2016,36,704,2,0,0.284091,0.284091,0
HHS Regions,Region 9,2016,36,646,5,1,0.928793,0.773994,0.154799
HHS Regions,Region 10,2016,36,236,2,0,0.847458,0.847458,0
HHS Regions,Region 1,2016,37,315,0,0,0,0,0
HHS Regions,Region 2,2016,37,857,6,2,0.933489,0.700117,0.233372
HHS Regions,Region 3,2016,37,520,1,0,0.192308,0.192308,0
HHS Regions,Region 4,2016,37,1919,33,36,3.59562,1.71965,1.87598
HHS Regions,Region 5,2016,37,1273,8,4,0.942655,0.628437,0.314218
HHS Regions,Region 6,2016,37,1527,10,15,1.6372,0.654879,0.982318
HHS Regions,Region 7,2016,37,437,0,0,0,0,0
HHS Regions,Region 8,2016,37,800,3,0,0.375,0.375,0
HHS Regions,Region 9,2016,37,735,8,1,1.22449,1.08844,0.136054
HHS Regions,Region 10,2016,37,344,5,0,1.45349,1.45349,0
HHS Regions,Region 1,2016,38,415,2,0,0.481928,0.481928,0
HHS Regions,Region 2,2016,38,936,1,1,0.213675,0.106838,0.106838
HHS Regions,Region 3,2016,38,610,3,0,0.491803,0.491803,0
HHS Regions,Region 4,2016,38,2030,38,38,3.74384,1.87192,1.87192
HHS Regions,Region 5,2016,38,1328,9,5,1.05422,0.677711,0.376506
HHS Regions,Region 6,2016,38,1586,13,19,2.01765,0.819672,1.19798
HHS Regions,Region 7,2016,38,466,1,0,0.214592,0.214592,0
HHS Regions,Region 8,2016,38,811,4,0,0.493218,0.493218,0
HHS Regions,Region 9,2016,38,794,15,4,2.39295,1.88917,0.503778
HHS Regions,Region 10,2016,38,442,11,0,2.48869,2.48869,0
HHS Regions,Region 1,2016,39,465,2,0,0.430108,0.430108,0
HHS Regions,Region 2,2016,39,1050,6,2,0.761905,0.571429,0.190476
HHS Regions,Region 3,2016,39,697,2,1,0.430416,0.286944,0.143472
HHS Regions,Region 4,2016,39,2369,45,53,4.13677,1.89954,2.23723
HHS Regions,Region 5,2016,39,1565,8,3,0.702875,0.511182,0.191693
HHS Regions,Region 6,2016,39,1602,15,18,2.05993,0.93633,1.1236
HHS Regions,Region 7,2016,39,662,0,0,0,0,0
HHS Regions,Region 8,2016,39,790,3,2,0.632911,0.379747,0.253165
HHS Regions,Region 9,2016,39,901,5,4,0.99889,0.554939,0.443951
HHS Regions,Region 10,2016,39,495,20,0,4.0404,4.0404,0
HHS Regions,Region 1,2016,40,654,5,1,0.917431,0.764526,0.152905
HHS Regions,Region 2,2016,40,1307,10,3,0.994644,0.765111,0.229533
HHS Regions,Region 3,2016,40,941,1,4,0.53135,0.10627,0.42508
HHS Regions,Region 4,2016,40,2758,46,62,3.91588,1.66788,2.24801
HHS Regions,Region 5,2016,40,2386,8,5,0.544845,0.335289,0.209556
HHS Regions,Region 6,2016,40,1914,22,13,1.82863,1.14943,0.679206
HHS Regions,Region 7,2016,40,723,0,0,0,0,0
HHS Regions,Region 8,2016,40,913,8,0,0.876232,0.876232,0
HHS Regions,Region 9,2016,40,1123,7,1,0.712378,0.62333,0.0890472
HHS Regions,Region 10,2016,40,590,14,0,2.37288,2.37288,0
HHS Regions,Region 1,2016,41,810,5,1,0.740741,0.617284,0.123457
HHS Regions,Region 2,2016,41,1310,2,3,0.381679,0.152672,0.229008
HHS Regions,Region 3,2016,41,953,3,1,0.419727,0.314795,0.104932
HHS Regions,Region 4,2016,41,2664,47,46,3.49099,1.76426,1.72673
HHS Regions,Region 5,2016,41,2674,8,7,0.560957,0.299177,0.26178
HHS Regions,Region 6,2016,41,2019,18,21,1.93165,0.89153,1.04012
HHS Regions,Region 7,2016,41,785,1,0,0.127389,0.127389,0
HHS Regions,Region 8,2016,41,966,10,1,1.13872,1.0352,0.10352
HHS Regions,Region 9,2016,41,1168,10,1,0.941781,0.856164,0.0856164
HHS Regions,Region 10,2016,41,616,4,2,0.974026,0.649351,0.324675
HHS Regions,Region 1,2016,42,870,1,0,0.114943,0.114943,0
HHS Regions,Region 2,2016,42,1434,16,1,1.1855,1.11576,0.069735
HHS Regions,Region 3,2016,42,1011,0,1,0.098912,0,0.098912
HHS Regions,Region 4,2016,42,2856,41,60,3.53641,1.43557,2.10084
HHS Regions,Region 5,2016,42,2874,13,14,0.939457,0.452331,0.487126
HHS Regions,Region 6,2016,42,2047,11,13,1.17245,0.537372,0.635076
HHS Regions,Region 7,2016,42,819,0,2,0.2442,0,0.2442
HHS Regions,Region 8,2016,42,1009,7,0,0.693756,0.693756,0
HHS Regions,Region 9,2016,42,1147,7,3,0.87184,0.610288,0.261552
HHS Regions,Region 10,2016,42,603,18,1,3.15091,2.98507,0.165837
HHS Regions,Region 1,2016,43,790,2,2,0.506329,0.253165,0.253165
HHS Regions,Region 2,2016,43,1415,5,3,0.565371,0.353357,0.212014
HHS Regions,Region 3,2016,43,1055,0,2,0.189573,0,0.189573
HHS Regions,Region 4,2016,43,2854,40,51,3.18851,1.40154,1.78697
HHS Regions,Region 5,2016,43,2947,6,5,0.373261,0.203597,0.169664
HHS Regions,Region 6,2016,43,2109,20,18,1.8018,0.948317,0.853485
HHS Regions,Region 7,2016,43,885,1,1,0.225989,0.112994,0.112994
HHS Regions,Region 8,2016,43,1058,10,0,0.94518,0.94518,0
HHS Regions,Region 9,2016,43,1117,14,2,1.43241,1.25336,0.179051
HHS Regions,Region 10,2016,43,715,41,2,6.01399,5.73427,0.27972
HHS Regions,Region 1,2016,44,790,10,3,1.64557,1.26582,0.379747
HHS Regions,Region 2,2016,44,1444,11,1,0.831025,0.761773,0.0692521
HHS Regions,Region 3,2016,44,1144,0,1,0.0874126,0,0.0874126
HHS Regions,Region 4,2016,44,3355,77,86,4.85842,2.29508,2.56334
HHS Regions,Region 5,2016,44,3201,18,9,0.843486,0.562324,0.281162
HHS Regions,Region 6,2016,44,2289,21,12,1.44168,0.917431,0.524246
HHS Regions,Region 7,2016,44,848,1,2,0.353774,0.117925,0.235849
HHS Regions,Region 8,2016,44,1064,15,0,1.40977,1.40977,0
HHS Regions,Region 9,2016,44,1227,16,1,1.38549,1.30399,0.0814996
HHS Regions,Region 10,2016,44,857,29,1,3.50058,3.3839,0.116686
HHS Regions,Region 1,2016,45,883,7,2,1.01925,0.792752,0.226501
HHS Regions,Region 2,2016,45,1501,12,1,0.866089,0.799467,0.0666223
HHS Regions,Region 3,2016,45,1259,2,2,0.317712,0.158856,0.158856
HHS Regions,Region 4,2016,45,3447,94,86,5.22193,2.72701,2.49492
HHS Regions,Region 5,2016,45,3350,10,6,0.477612,0.298507,0.179104
HHS Regions,Region 6,2016,45,2594,22,21,1.65767,0.848111,0.809561
HHS Regions,Region 7,2016,45,881,1,0,0.113507,0.113507,0
HHS Regions,Region 8,2016,45,1195,26,0,2.17573,2.17573,0
HHS Regions,Region 9,2016,45,1327,18,2,1.50716,1.35644,0.150716
HHS Regions,Region 10,2016,45,864,72,1,8.44907,8.33333,0.115741
HHS Regions,Region 1,2016,46,919,12,1,1.41458,1.30577,0.108814
HHS Regions,Region 2,2016,46,1528,17,1,1.17801,1.11257,0.065445
HHS Regions,Region 3,2016,46,1165,7,2,0.772532,0.600858,0.171674
HHS Regions,Region 4,2016,46,3843,107,89,5.10018,2.78428,2.3159
HHS Regions,Region 5,2016,46,3462,22,14,1.03986,0.635471,0.404391
HHS Regions,Region 6,2016,46,3014,45,27,2.38885,1.49303,0.89582
HHS Regions,Region 7,2016,46,954,6,3,0.943396,0.628931,0.314465
HHS Regions,Region 8,2016,46,1163,19,1,1.71969,1.63371,0.0859845
HHS Regions,Region 9,2016,46,1361,15,1,1.17561,1.10213,0.0734754
HHS Regions,Region 10,2016,46,1013,88,1,8.78578,8.68707,0.0987167
HHS Regions,Region 1,2016,47,915,8,4,1.31148,0.874317,0.437158
HHS Regions,Region 2,2016,47,1456,30,2,2.1978,2.06044,0.137363
HHS Regions,Region 3,2016,47,1229,12,4,1.30187,0.976404,0.325468
HHS Regions,Region 4,2016,47,3924,147,116,6.70234,3.74618,2.95617
HHS Regions,Region 5,2016,47,3299,37,9,1.39436,1.12155,0.27281
HHS Regions,Region 6,2016,47,2727,39,21,2.20022,1.43014,0.770077
HHS Regions,Region 7,2016,47,881,13,2,1.70261,1.4756,0.227015
HHS Regions,Region 8,2016,47,1194,30,1,2.59631,2.51256,0.0837521
HHS Regions,Region 9,2016,47,1282,27,6,2.5741,2.10608,0.468019
HHS Regions,Region 10,2016,47,1063,98,1,9.31326,9.21919,0.0940734
HHS Regions,Region 1,2016,48,1135,29,3,2.81938,2.55507,0.264317
HHS Regions,Region 2,2016,48,1787,47,8,3.07778,2.63011,0.447678
HHS Regions,Region 3,2016,48,1491,23,6,1.945,1.54259,0.402414
HHS Regions,Region 4,2016,48,4196,146,108,6.05338,3.4795,2.57388
HHS Regions,Region 5,2016,48,4042,36,13,1.21227,0.890648,0.321623
HHS Regions,Region 6,2016,48,3075,35,27,2.01626,1.13821,0.878049
HHS Regions,Region 7,2016,48,1004,20,3,2.29084,1.99203,0.298805
HHS Regions,Region 8,2016,48,1407,49,0,3.48259,3.48259,0
HHS Regions,Region 9,2016,48,1724,40,9,2.84223,2.32019,0.522042
HHS Regions,Region 10,2016,48,1066,80,1,7.5985,7.50469,0.0938086
HHS Regions,Region 1,2016,49,1042,18,5,2.20729,1.72745,0.479846
HHS Regions,Region 2,2016,49,1258,40,2,3.33863,3.17965,0.158983
HHS Regions,Region 3,2016,49,1508,31,5,2.38727,2.0557,0.331565
HHS Regions,Region 4,2016,49,4178,219,100,7.63523,5.24174,2.39349
HHS Regions,Region 5,2016,49,3987,73,20,2.33258,1.83095,0.50163
HHS Regions,Region 6,2016,49,2799,56,31,3.10825,2.00071,1.10754
HHS Regions,Region 7,2016,49,1078,18,1,1.76252,1.66976,0.0927644
HHS Regions,Region 8,2016,49,1397,60,4,4.58125,4.29492,0.286328
HHS Regions,Region 9,2016,49,1592,63,10,4.58543,3.95729,0.628141
HHS Regions,Region 10,2016,49,1123,100,0,8.90472,8.90472,0
HHS Regions,Region 1,2016,50,1115,40,4,3.94619,3.58744,0.358744
HHS Regions,Region 2,2016,50,1893,107,4,5.86371,5.6524,0.211305
HHS Regions,Region 3,2016,50,1593,52,3,3.45261,3.26428,0.188324
HHS Regions,Region 4,2016,50,4574,394,131,11.4779,8.6139,2.86401
HHS Regions,Region 5,2016,50,4218,101,19,2.84495,2.3945,0.45045
HHS Regions,Region 6,2016,50,3525,138,28,4.70922,3.91489,0.794326
HHS Regions,Region 7,2016,50,1079,33,1,3.15107,3.05839,0.0926784
HHS Regions,Region 8,2016,50,1607,128,3,8.15184,7.96515,0.186683
HHS Regions,Region 9,2016,50,1910,105,7,5.86387,5.49738,0.366492
HHS Regions,Region 10,2016,50,1349,228,2,17.0497,16.9014,0.148258
HHS Regions,Region 1,2016,51,1291,96,9,8.13323,7.4361,0.697134
HHS Regions,Region 2,2016,51,2163,220,13,10.7721,10.1711,0.601017
HHS Regions,Region 3,2016,51,1694,81,14,5.60803,4.78158,0.826446
HHS Regions,Region 4,2016,51,5528,632,153,14.2004,11.4327,2.76773
HHS Regions,Region 5,2016,51,4539,194,41,5.17735,4.27407,0.903283
HHS Regions,Region 6,2016,51,3655,216,73,7.90698,5.90971,1.99726
HHS Regions,Region 7,2016,51,1198,70,4,6.17696,5.84307,0.33389
HHS Regions,Region 8,2016,51,2009,303,11,15.6297,15.0821,0.547536
HHS Regions,Region 9,2016,51,2089,151,7,7.56343,7.22834,0.335089
HHS Regions,Region 10,2016,51,1766,445,5,25.4813,25.1982,0.283126
HHS Regions,Region 1,2016,52,1951,234,13,12.6602,11.9938,0.666325
HHS Regions,Region 2,2016,52,2379,423,8,18.1169,17.7806,0.336276
HHS Regions,Region 3,2016,52,2154,206,28,10.8635,9.5636,1.29991
HHS Regions,Region 4,2016,52,5850,644,148,13.5385,11.0085,2.52991
HHS Regions,Region 5,2016,52,5649,386,55,7.80669,6.83307,0.973624
HHS Regions,Region 6,2016,52,4436,274,78,7.93508,6.17674,1.75834
HHS Regions,Region 7,2016,52,1357,99,7,7.81135,7.2955,0.515844
HHS Regions,Region 8,2016,52,2678,528,7,19.9776,19.7162,0.261389
HHS Regions,Region 9,2016,52,2484,227,29,10.306,9.13849,1.16747
HHS Regions,Region 10,2016,52,2764,890,2,32.2721,32.1997,0.0723589
HHS Regions,Region 1,2017,1,2070,223,20,11.7391,10.7729,0.966184
HHS Regions,Region 2,2017,1,3073,471,24,16.108,15.327,0.780996
HHS Regions,Region 3,2017,1,2418,203,32,9.71878,8.39537,1.32341
HHS Regions,Region 4,2017,1,5321,522,107,11.8211,9.81019,2.0109
HHS Regions,Region 5,2017,1,6325,465,71,8.47431,7.35178,1.12253
HHS Regions,Region 6,2017,1,4345,325,82,9.36709,7.47986,1.88723
HHS Regions,Region 7,2017,1,1510,141,10,10,9.33775,0.662252
HHS Regions,Region 8,2017,1,2718,397,5,14.7903,14.6063,0.183959
HHS Regions,Region 9,2017,1,2803,378,10,13.8423,13.4856,0.356761
HHS Regions,Region 10,2017,1,3416,962,12,28.5129,28.1616,0.351288
HHS Regions,Region 1,2017,2,2145,300,16,14.7319,13.986,0.745921
HHS Regions,Region 2,2017,2,2483,437,16,18.2441,17.5997,0.644382
HHS Regions,Region 3,2017,2,2408,221,45,11.0465,9.17774,1.86877
HHS Regions,Region 4,2017,2,4618,513,103,13.3391,11.1087,2.2304
HHS Regions,Region 5,2017,2,6527,635,106,11.3528,9.72882,1.62402
HHS Regions,Region 6,2017,2,4499,477,98,12.7806,10.6024,2.17826
HHS Regions,Region 7,2017,2,1663,201,12,12.8082,12.0866,0.721587
HHS Regions,Region 8,2017,2,2678,415,13,15.9821,15.4966,0.485437
HHS Regions,Region 9,2017,2,2905,398,15,14.2169,13.7005,0.516351
HHS Regions,Region 10,2017,2,3498,946,12,27.3871,27.044,0.343053
HHS Regions,Region 1,2017,3,2310,388,22,17.7489,16.7965,0.952381
HHS Regions,Region 2,2017,3,2564,527,23,21.4509,20.5538,0.897036
HHS Regions,Region 3,2017,3,2601,330,59,14.9558,12.6874,2.26836
HHS Regions,Region 4,2017,3,5441,861,156,18.6914,15.8243,2.86712
HHS Regions,Region 5,2017,3,6964,894,155,15.0632,12.8374,2.22573
HHS Regions,Region 6,2017,3,4715,625,117,15.737,13.2556,2.48144
HHS Regions,Region 7,2017,3,1670,251,25,16.5269,15.0299,1.49701
HHS Regions,Region 8,2017,3,2508,408,9,16.6268,16.2679,0.358852
HHS Regions,Region 9,2017,3,2644,316,17,12.5946,11.9516,0.642965
HHS Regions,Region 10,2017,3,3488,938,24,27.5803,26.8922,0.688073
HHS Regions,Region 1,2017,4,2615,445,25,17.9732,17.0172,0.956023
HHS Regions,Region 2,2017,4,3785,875,51,24.465,23.1176,1.34742
HHS Regions,Region 3,2017,4,2488,384,79,18.6093,15.4341,3.17524
HHS Regions,Region 4,2017,4,5522,833,169,18.1456,15.0851,3.06049
HHS Regions,Region 5,2017,4,7233,1006,227,17.0469,13.9085,3.13839
HHS Regions,Region 6,2017,4,5345,778,119,16.782,14.5557,2.22638
HHS Regions,Region 7,2017,4,1775,267,24,16.3944,15.0423,1.35211
HHS Regions,Region 8,2017,4,2500,361,15,15.04,14.44,0.6
HHS Regions,Region 9,2017,4,2601,282,18,11.534,10.842,0.692042
HHS Regions,Region 10,2017,4,3111,691,32,23.2401,22.2115,1.02861
HHS Regions,Region 1,2017,5,2580,552,31,22.5969,21.3953,1.20155
HHS Regions,Region 2,2017,5,3071,816,37,27.776,26.5711,1.20482
HHS Regions,Region 3,2017,5,2663,535,62,22.4183,20.0901,2.3282
HHS Regions,Region 4,2017,5,6815,1163,248,20.7043,17.0653,3.63903
HHS Regions,Region 5,2017,5,7732,1311,297,20.7967,16.9555,3.84118
HHS Regions,Region 6,2017,5,6469,1228,226,22.4764,18.9828,3.49358
HHS Regions,Region 7,2017,5,2033,370,63,21.2986,18.1997,3.09887
HHS Regions,Region 8,2017,5,2706,431,26,16.8884,15.9276,0.960828
HHS Regions,Region 9,2017,5,2721,349,17,13.4509,12.8262,0.62477
HHS Regions,Region 10,2017,5,2784,534,40,20.6178,19.181,1.43678
HHS Regions,Region 1,2017,6,2903,762,53,28.0744,26.2487,1.8257
HHS Regions,Region 2,2017,6,3355,970,76,31.1773,28.9121,2.26528
HHS Regions,Region 3,2017,6,3141,733,125,27.3161,23.3365,3.97962
HHS Regions,Region 4,2017,6,8036,1399,311,21.2792,17.4092,3.87008
HHS Regions,Region 5,2017,6,10110,2065,695,27.2997,20.4253,6.87438
HHS Regions,Region 6,2017,6,8076,1679,363,25.2848,20.79,4.4948
HHS Regions,Region 7,2017,6,2518,483,105,23.3519,19.1819,4.16998
HHS Regions,Region 8,2017,6,2963,472,41,17.3135,15.9298,1.38373
HHS Regions,Region 9,2017,6,2842,373,25,14.0042,13.1246,0.879662
HHS Regions,Region 10,2017,6,2317,318,27,14.8899,13.7246,1.1653
HHS Regions,Region 1,2017,7,2880,664,73,25.5903,23.0556,2.53472
HHS Regions,Region 2,2017,7,3917,859,126,25.1468,21.93,3.21675
HHS Regions,Region 3,2017,7,3296,779,153,28.2767,23.6347,4.64199
HHS Regions,Region 4,2017,7,8450,1393,480,22.1657,16.4852,5.68047
HHS Regions,Region 5,2017,7,11732,2641,998,31.0177,22.5111,8.50665
HHS Regions,Region 6,2017,7,7847,1621,383,25.5384,20.6576,4.88085
HHS Regions,Region 7,2017,7,2655,474,151,23.5405,17.8531,5.68738
HHS Regions,Region 8,2017,7,2888,446,63,17.6247,15.4432,2.18144
HHS Regions,Region 9,2017,7,2687,262,29,10.8299,9.75065,1.07927
HHS Regions,Region 10,2017,7,1987,198,52,12.5818,9.96477,2.61701
HHS Regions,Region 1,2017,8,2706,650,91,27.3836,24.0207,3.3629
HHS Regions,Region 2,2017,8,3715,786,127,24.576,21.1575,3.41857
HHS Regions,Region 3,2017,8,3572,858,234,30.5711,24.0202,6.55095
