"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
HHS Regions,Region 2,2017,45,2281,21,6,1.18369,0.920649,0.263043
HHS Regions,Region 3,2017,45,1342,7,3,0.745156,0.52161,0.223547
HHS Regions,Region 4,2017,45,4771,208,113,6.72815,4.35967,2.36848
HHS Regions,Region 5,2017,45,3953,54,10,1.61902,1.36605,0.252972
HHS Regions,Region 6,2017,45,3447,184,76,7.54279,5.33798,2.20482
HHS Regions,Region 7,2017,45,956,14,8,2.30126,1.46444,0.83682
HHS Regions,Region 8,2017,45,1313,46,0,3.50343,3.50343,0
HHS Regions,Region 9,2017,45,1536,96,16,7.29167,6.25,1.04167
HHS Regions,Region 10,2017,45,1196,39,7,3.84615,3.26087,0.585284
HHS Regions,Region 1,2017,46,1266,18,4,1.73776,1.4218,0.315956
HHS Regions,Region 2,2017,46,2300,20,14,1.47826,0.869565,0.608696
HHS Regions,Region 3,2017,46,1539,30,3,2.14425,1.94932,0.194932
HHS Regions,Region 4,2017,46,5071,240,131,7.31611,4.73279,2.58332
HHS Regions,Region 5,2017,46,4337,102,18,2.76689,2.35186,0.415033
HHS Regions,Region 6,2017,46,4045,255,95,8.65266,6.30408,2.34858
HHS Regions,Region 7,2017,46,1090,22,19,3.76147,2.01835,1.74312
HHS Regions,Region 8,2017,46,1354,85,3,6.49926,6.2777,0.221566
HHS Regions,Region 9,2017,46,1656,116,18,8.09179,7.00483,1.08696
HHS Regions,Region 10,2017,46,1136,51,17,5.98592,4.48944,1.49648
HHS Regions,Region 1,2017,47,1277,22,4,2.03602,1.72279,0.313234
HHS Regions,Region 2,2017,47,2197,38,30,3.09513,1.72963,1.3655
HHS Regions,Region 3,2017,47,1561,57,6,4.03587,3.65151,0.384369
HHS Regions,Region 4,2017,47,5116,326,156,9.42142,6.37217,3.04926
HHS Regions,Region 5,2017,47,4076,144,24,4.12169,3.53288,0.588813
HHS Regions,Region 6,2017,47,4049,300,84,9.48382,7.40924,2.07459
HHS Regions,Region 7,2017,47,954,32,9,4.29769,3.3543,0.943396
HHS Regions,Region 8,2017,47,1495,125,7,8.82943,8.3612,0.468227
HHS Regions,Region 9,2017,47,1762,207,16,12.6561,11.748,0.908059
HHS Regions,Region 10,2017,47,1343,85,17,7.59494,6.32911,1.26582
HHS Regions,Region 1,2017,48,1422,28,13,2.88326,1.96906,0.914205
HHS Regions,Region 2,2017,48,2735,54,40,3.43693,1.97441,1.46252
HHS Regions,Region 3,2017,48,1686,47,11,3.44009,2.78766,0.652432
HHS Regions,Region 4,2017,48,5538,241,159,7.22282,4.35175,2.87107
HHS Regions,Region 5,2017,48,5163,267,38,5.90742,5.17141,0.736006
HHS Regions,Region 6,2017,48,4371,386,100,11.1187,8.83093,2.28781
HHS Regions,Region 7,2017,48,1165,53,8,5.23605,4.54936,0.686695
HHS Regions,Region 8,2017,48,1591,139,9,9.30233,8.73664,0.565682
HHS Regions,Region 9,2017,48,2027,239,28,13.1722,11.7908,1.38135
HHS Regions,Region 10,2017,48,1515,98,30,8.44884,6.46865,1.9802
HHS Regions,Region 1,2017,49,1468,31,14,3.0654,2.11172,0.953678
HHS Regions,Region 2,2017,49,2895,72,58,4.4905,2.48705,2.00345
HHS Regions,Region 3,2017,49,1818,70,12,4.51045,3.85039,0.660066
HHS Regions,Region 4,2017,49,5578,345,156,8.98171,6.18501,2.7967
HHS Regions,Region 5,2017,49,5712,384,45,7.5105,6.72269,0.787815
HHS Regions,Region 6,2017,49,6355,750,412,18.2848,11.8017,6.48308
HHS Regions,Region 7,2017,49,1219,98,34,10.8285,8.03938,2.78917
HHS Regions,Region 8,2017,49,1622,152,6,9.74106,9.37115,0.369914
HHS Regions,Region 9,2017,49,2405,407,47,18.8773,16.9231,1.95426
HHS Regions,Region 10,2017,49,1695,170,43,12.5664,10.0295,2.53687
HHS Regions,Region 1,2017,50,1701,97,17,6.70194,5.70253,0.999412
HHS Regions,Region 2,2017,50,3031,121,78,6.56549,3.99208,2.57341
HHS Regions,Region 3,2017,50,2101,155,24,8.51975,7.37744,1.14231
HHS Regions,Region 4,2017,50,6446,568,188,11.7282,8.81167,2.91654
HHS Regions,Region 5,2017,50,6946,821,97,13.2162,11.8198,1.39649
HHS Regions,Region 6,2017,50,6621,1419,240,25.0566,21.4318,3.62483
HHS Regions,Region 7,2017,50,1453,128,12,9.63524,8.80936,0.825877
HHS Regions,Region 8,2017,50,1800,219,16,13.0556,12.1667,0.888889
HHS Regions,Region 9,2017,50,3013,694,77,25.5891,23.0335,2.55559
HHS Regions,Region 10,2017,50,2082,338,95,20.7973,16.2344,4.56292
HHS Regions,Region 1,2017,51,1925,146,42,9.76623,7.58442,2.18182
HHS Regions,Region 2,2017,51,3456,248,129,10.9086,7.17593,3.73264
HHS Regions,Region 3,2017,51,2584,311,52,14.048,12.0356,2.01238
HHS Regions,Region 4,2017,51,9095,1290,400,18.5816,14.1836,4.39802
HHS Regions,Region 5,2017,51,9288,1743,142,20.295,18.7661,1.52885
HHS Regions,Region 6,2017,51,10295,2944,448,32.948,28.5964,4.35163
HHS Regions,Region 7,2017,51,1874,357,41,21.238,19.0502,2.18783
HHS Regions,Region 8,2017,51,2515,458,48,20.1193,18.2107,1.90855
HHS Regions,Region 9,2017,51,3866,1070,166,31.971,27.6772,4.29384
HHS Regions,Region 10,2017,51,3111,670,230,28.9296,21.5365,7.39312
HHS Regions,Region 1,2017,52,2176,266,54,14.7059,12.2243,2.48162
HHS Regions,Region 2,2017,52,4029,400,214,15.2395,9.92802,5.31149
HHS Regions,Region 3,2017,52,3412,658,78,21.5709,19.2849,2.28605
HHS Regions,Region 4,2017,52,10256,1598,439,19.8615,15.5811,4.28042
HHS Regions,Region 5,2017,52,11776,2898,205,26.3502,24.6094,1.74083
HHS Regions,Region 6,2017,52,10382,2866,449,31.9303,27.6055,4.32479
HHS Regions,Region 7,2017,52,2160,456,54,23.6111,21.1111,2.5
HHS Regions,Region 8,2017,52,3191,713,75,24.6945,22.3441,2.35036
HHS Regions,Region 9,2017,52,4338,1331,225,35.8691,30.6823,5.18672
HHS Regions,Region 10,2017,52,3798,816,299,29.3576,21.485,7.87256
HHS Regions,Region 1,2018,1,2939,388,78,15.8557,13.2018,2.65396
HHS Regions,Region 2,2018,1,4638,625,253,18.9306,13.4756,5.45494
HHS Regions,Region 3,2018,1,3571,609,107,20.0504,17.054,2.99636
HHS Regions,Region 4,2018,1,10832,2069,415,22.9321,19.1008,3.83124
HHS Regions,Region 5,2018,1,14200,3577,301,27.3099,25.1901,2.11972
HHS Regions,Region 6,2018,1,10380,2558,562,30.0578,24.6435,5.41426
HHS Regions,Region 7,2018,1,2473,545,100,26.0817,22.038,4.04367
HHS Regions,Region 8,2018,1,3565,711,135,23.7307,19.9439,3.78682
HHS Regions,Region 9,2018,1,4415,1066,227,29.2865,24.145,5.14156
HHS Regions,Region 10,2018,1,4303,870,357,28.515,20.2185,8.29654
HHS Regions,Region 1,2018,2,3104,547,105,21.0052,17.6224,3.38273
HHS Regions,Region 2,2018,2,5571,888,326,21.7914,15.9397,5.85173
HHS Regions,Region 3,2018,2,4238,908,149,24.941,21.4252,3.51581
HHS Regions,Region 4,2018,2,13174,2899,567,26.3094,22.0055,4.30393
HHS Regions,Region 5,2018,2,15932,4288,373,29.2556,26.9144,2.3412
HHS Regions,Region 6,2018,2,11168,2752,783,31.6529,24.6418,7.0111
HHS Regions,Region 7,2018,2,2733,640,135,28.3571,23.4175,4.93963
HHS Regions,Region 8,2018,2,3846,746,149,23.2709,19.3968,3.87415
HHS Regions,Region 9,2018,2,3825,629,203,21.7516,16.4444,5.30719
HHS Regions,Region 10,2018,2,4685,852,456,27.9189,18.1857,9.73319
HHS Regions,Region 1,2018,3,3457,672,140,23.4886,19.4388,4.04975
HHS Regions,Region 2,2018,3,5821,1044,453,25.7172,17.9351,7.78217
HHS Regions,Region 3,2018,3,4684,930,212,24.3809,19.8548,4.52605
HHS Regions,Region 4,2018,3,13723,2861,745,26.2771,20.8482,5.42884
HHS Regions,Region 5,2018,3,16398,4511,479,30.4305,27.5095,2.92109
HHS Regions,Region 6,2018,3,11083,2601,995,32.4461,23.4684,8.97771
HHS Regions,Region 7,2018,3,2640,531,152,25.8712,20.1136,5.75758
HHS Regions,Region 8,2018,3,3702,639,159,21.5559,17.2609,4.29498
HHS Regions,Region 9,2018,3,3296,357,166,15.8677,10.8313,5.03641
HHS Regions,Region 10,2018,3,4320,636,404,24.0741,14.7222,9.35185
HHS Regions,Region 1,2018,4,4605,1007,262,27.557,21.8675,5.68947
HHS Regions,Region 2,2018,4,8073,1571,836,29.8154,19.4599,10.3555
HHS Regions,Region 3,2018,4,5641,1140,279,25.1551,20.2092,4.94593
HHS Regions,Region 4,2018,4,16577,3402,739,24.9804,20.5224,4.45798
HHS Regions,Region 5,2018,4,18040,4996,683,31.48,27.694,3.78603
HHS Regions,Region 6,2018,4,12176,2445,1531,32.6544,20.0805,12.5739
HHS Regions,Region 7,2018,4,3046,582,173,24.7866,19.107,5.67958
HHS Regions,Region 8,2018,4,4357,667,236,20.7253,15.3087,5.41657
HHS Regions,Region 9,2018,4,3265,283,213,15.1914,8.66769,6.52374
HHS Regions,Region 10,2018,4,4542,541,398,20.6737,11.9111,8.76266
HHS Regions,Region 1,2018,5,5205,1177,348,29.2988,22.6129,6.68588
HHS Regions,Region 2,2018,5,8871,1798,976,31.2704,20.2683,11.0021
HHS Regions,Region 3,2018,5,6424,1313,462,27.6308,20.439,7.19178
HHS Regions,Region 4,2018,5,15558,2749,1044,24.3797,17.6694,6.71037
HHS Regions,Region 5,2018,5,17520,4386,798,29.589,25.0342,4.55479
HHS Regions,Region 6,2018,5,12572,1941,1957,31.0054,15.4391,15.5663
HHS Regions,Region 7,2018,5,3573,564,320,24.7411,15.7851,8.95606
HHS Regions,Region 8,2018,5,4512,602,341,20.8998,13.3422,7.55762
HHS Regions,Region 9,2018,5,3346,250,260,15.2421,7.47161,7.77047
HHS Regions,Region 10,2018,5,4106,413,409,20.0195,10.0585,9.96103
HHS Regions,Region 1,2018,6,5560,1317,515,32.9496,23.6871,9.26259
HHS Regions,Region 2,2018,6,9454,1947,1147,32.7269,20.5945,12.1324
HHS Regions,Region 3,2018,6,6306,1259,621,29.8129,19.9651,9.84776
HHS Regions,Region 4,2018,6,16113,2527,1324,23.9,15.683,8.21697
HHS Regions,Region 5,2018,6,17179,4098,961,29.4487,23.8547,5.59404
HHS Regions,Region 6,2018,6,11908,1513,1859,28.3171,12.7057,15.6114
HHS Regions,Region 7,2018,6,3260,458,408,26.5644,14.0491,12.5153
HHS Regions,Region 8,2018,6,4163,421,330,18.0399,10.1129,7.92698
HHS Regions,Region 9,2018,6,3634,218,363,15.9879,5.9989,9.98899
HHS Regions,Region 10,2018,6,3814,358,330,18.0388,9.38647,8.65233
HHS Regions,Region 1,2018,7,5694,1323,604,33.8426,23.235,10.6077
HHS Regions,Region 2,2018,7,9537,1782,1244,31.7291,18.6851,13.0439
HHS Regions,Region 3,2018,7,5678,1010,580,28.0028,17.788,10.2149
HHS Regions,Region 4,2018,7,13071,1641,1128,21.1843,12.5545,8.62979
HHS Regions,Region 5,2018,7,16196,3439,1290,29.1986,21.2336,7.96493
HHS Regions,Region 6,2018,7,10719,1012,1867,26.8588,9.44118,17.4177
HHS Regions,Region 7,2018,7,3315,381,466,25.5505,11.4932,14.0573
HHS Regions,Region 8,2018,7,3888,355,381,18.93,9.13066,9.79938
HHS Regions,Region 9,2018,7,3521,168,351,14.7401,4.77137,9.96876
HHS Regions,Region 10,2018,7,3354,260,299,16.6667,7.75194,8.91473
HHS Regions,Region 1,2018,8,4752,904,513,29.819,19.0236,10.7955
HHS Regions,Region 2,2018,8,7128,1048,913,27.5112,14.7026,12.8086
HHS Regions,Region 3,2018,8,4235,528,424,22.4793,12.4675,10.0118
HHS Regions,Region 4,2018,8,9499,816,723,16.2017,8.59038,7.61133
HHS Regions,Region 5,2018,8,13883,2416,1360,27.1987,17.4026,9.79615
HHS Regions,Region 6,2018,8,8162,593,1141,21.2448,7.26538,13.9794
HHS Regions,Region 7,2018,8,2988,286,434,24.0964,9.57162,14.5248
HHS Regions,Region 8,2018,8,3356,242,304,16.2694,7.21097,9.0584
HHS Regions,Region 9,2018,8,2937,111,242,12.0191,3.77937,8.2397
HHS Regions,Region 10,2018,8,3094,233,346,18.7136,7.5307,11.1829
HHS Regions,Region 1,2018,9,3753,605,355,25.5795,16.1204,9.4591
HHS Regions,Region 2,2018,9,4855,442,422,17.7961,9.10402,8.69207
HHS Regions,Region 3,2018,9,3449,305,261,16.4106,8.84314,7.56741
HHS Regions,Region 4,2018,9,7225,460,439,12.4429,6.36678,6.07612
HHS Regions,Region 5,2018,9,11134,1507,1051,22.9747,13.5351,9.43955
HHS Regions,Region 6,2018,9,6413,319,702,15.9208,4.97427,10.9465
HHS Regions,Region 7,2018,9,2413,182,390,23.7049,7.54248,16.1625
HHS Regions,Region 8,2018,9,3472,244,364,17.5115,7.02765,10.4839
HHS Regions,Region 9,2018,9,2757,112,292,14.6536,4.06239,10.5912
HHS Regions,Region 10,2018,9,3018,229,283,16.9649,7.58781,9.37707
HHS Regions,Region 1,2018,10,3042,297,256,18.1788,9.76331,8.41552
HHS Regions,Region 2,2018,10,3947,274,271,13.808,6.94198,6.86597
HHS Regions,Region 3,2018,10,2693,180,181,13.4051,6.684,6.72113
HHS Regions,Region 4,2018,10,6243,351,331,10.9242,5.6223,5.30194
HHS Regions,Region 5,2018,10,9213,904,941,20.0261,9.81222,10.2138
HHS Regions,Region 6,2018,10,5102,165,394,10.9565,3.23403,7.72246
HHS Regions,Region 7,2018,10,2111,132,273,19.1852,6.25296,12.9323
HHS Regions,Region 8,2018,10,3092,223,304,17.044,7.21216,9.83182
HHS Regions,Region 9,2018,10,2679,119,256,13.9978,4.44196,9.5558
HHS Regions,Region 10,2018,10,2856,252,327,20.2731,8.82353,11.4496
HHS Regions,Region 1,2018,11,2451,230,202,17.6255,9.38392,8.24153
HHS Regions,Region 2,2018,11,3542,199,245,12.5353,5.61829,6.917
HHS Regions,Region 3,2018,11,2727,151,225,13.788,5.53722,8.25083
HHS Regions,Region 4,2018,11,5751,297,324,10.7981,5.16432,5.6338
HHS Regions,Region 5,2018,11,8662,815,1056,21.6001,9.40891,12.1912
HHS Regions,Region 6,2018,11,3994,97,264,9.03856,2.42864,6.60991
HHS Regions,Region 7,2018,11,1727,94,193,16.6184,5.44296,11.1754
HHS Regions,Region 8,2018,11,2806,198,276,16.8924,7.05631,9.83607
HHS Regions,Region 9,2018,11,2606,104,271,14.3899,3.99079,10.3991
HHS Regions,Region 10,2018,11,2528,164,328,19.462,6.48734,12.9747
HHS Regions,Region 1,2018,12,2385,188,184,15.5975,7.8826,7.71488
HHS Regions,Region 2,2018,12,3307,208,212,12.7003,6.28969,6.41064
HHS Regions,Region 3,2018,12,2311,124,242,15.8373,5.36564,10.4717
HHS Regions,Region 4,2018,12,5392,293,328,11.5171,5.43398,6.08309
HHS Regions,Region 5,2018,12,8472,765,1212,23.3357,9.02975,14.3059
HHS Regions,Region 6,2018,12,3264,70,161,7.07721,2.14461,4.9326
HHS Regions,Region 7,2018,12,1509,52,143,12.9225,3.44599,9.47647
HHS Regions,Region 8,2018,12,2284,131,201,14.5359,5.73555,8.80035
HHS Regions,Region 9,2018,12,2214,51,150,9.07859,2.30352,6.77507
HHS Regions,Region 10,2018,12,2304,141,270,17.8385,6.11979,11.7188
HHS Regions,Region 1,2018,13,2076,159,201,17.341,7.65896,9.68208
HHS Regions,Region 2,2018,13,3171,236,249,15.2949,7.44245,7.85241
HHS Regions,Region 3,2018,13,2376,131,256,16.2879,5.51347,10.7744
HHS Regions,Region 4,2018,13,4657,219,265,10.393,4.7026,5.69036
HHS Regions,Region 5,2018,13,8274,624,1280,23.0118,7.5417,15.4701
HHS Regions,Region 6,2018,13,2691,40,74,4.23634,1.48644,2.74991
HHS Regions,Region 7,2018,13,1329,34,100,10.0828,2.55831,7.52445
HHS Regions,Region 8,2018,13,2060,84,147,11.2136,4.07767,7.13592
HHS Regions,Region 9,2018,13,1820,26,102,7.03297,1.42857,5.6044
HHS Regions,Region 10,2018,13,2214,155,253,18.4282,7.0009,11.4273
HHS Regions,Region 1,2018,14,2076,125,224,16.8112,6.02119,10.79
HHS Regions,Region 2,2018,14,2518,180,192,14.7736,7.14853,7.6251
HHS Regions,Region 3,2018,14,2240,73,212,12.7232,3.25893,9.46429
HHS Regions,Region 4,2018,14,4271,137,236,8.73332,3.20768,5.52564
HHS Regions,Region 5,2018,14,7410,376,951,17.9082,5.07422,12.834
HHS Regions,Region 6,2018,14,2324,21,61,3.5284,0.903614,2.62478
HHS Regions,Region 7,2018,14,1205,27,81,8.96266,2.24066,6.72199
HHS Regions,Region 8,2018,14,1789,65,114,10.0056,3.63331,6.37228
HHS Regions,Region 9,2018,14,1499,22,75,6.47098,1.46765,5.00334
HHS Regions,Region 10,2018,14,2007,106,191,14.7982,5.28151,9.51669
HHS Regions,Region 1,2018,15,1919,115,197,16.2585,5.9927,10.2658
HHS Regions,Region 2,2018,15,2357,123,117,10.1824,5.2185,4.96394
HHS Regions,Region 3,2018,15,1898,56,154,11.0643,2.95047,8.1138
HHS Regions,Region 4,2018,15,4050,137,211,8.59259,3.38272,5.20988
HHS Regions,Region 5,2018,15,6949,307,894,17.2831,4.4179,12.8652
HHS Regions,Region 6,2018,15,2175,12,50,2.85057,0.551724,2.29885
HHS Regions,Region 7,2018,15,1140,26,46,6.31579,2.2807,4.03509
HHS Regions,Region 8,2018,15,1696,57,66,7.25236,3.36085,3.89151
HHS Regions,Region 9,2018,15,1257,13,45,4.61416,1.03421,3.57995
HHS Regions,Region 10,2018,15,1611,55,137,11.9181,3.41403,8.50403
HHS Regions,Region 1,2018,16,1654,73,153,13.6638,4.41354,9.2503
HHS Regions,Region 2,2018,16,2195,117,74,8.70159,5.3303,3.3713
HHS Regions,Region 3,2018,16,1792,46,127,9.65402,2.56696,7.08705
HHS Regions,Region 4,2018,16,3612,80,133,5.89701,2.21484,3.68217
HHS Regions,Region 5,2018,16,5917,178,693,14.7203,3.00828,11.712
HHS Regions,Region 6,2018,16,1971,7,36,2.18163,0.35515,1.82648
HHS Regions,Region 7,2018,16,1018,24,38,6.09037,2.35756,3.73281
HHS Regions,Region 8,2018,16,1296,30,64,7.25309,2.31481,4.93827
HHS Regions,Region 9,2018,16,932,9,21,3.21888,0.965665,2.25322
HHS Regions,Region 10,2018,16,1096,31,85,10.5839,2.82847,7.75547
HHS Regions,Region 1,2018,17,1425,48,101,10.4561,3.36842,7.08772
HHS Regions,Region 2,2018,17,1978,92,76,8.49343,4.65116,3.84226
HHS Regions,Region 3,2018,17,1574,19,104,7.81449,1.20712,6.60737
HHS Regions,Region 4,2018,17,3433,73,128,5.85494,2.12642,3.72852
HHS Regions,Region 5,2018,17,5066,130,484,12.12,2.56613,9.55389
HHS Regions,Region 6,2018,17,1692,12,29,2.42317,0.70922,1.71395
HHS Regions,Region 7,2018,17,887,17,23,4.50958,1.91657,2.59301
HHS Regions,Region 8,2018,17,1189,32,41,6.13961,2.69134,3.44828
HHS Regions,Region 9,2018,17,1080,18,24,3.88889,1.66667,2.22222
HHS Regions,Region 10,2018,17,1004,31,64,9.46215,3.08765,6.3745
HHS Regions,Region 1,2018,18,1094,15,50,5.9415,1.37112,4.57038
HHS Regions,Region 2,2018,18,1841,56,37,5.0516,3.04183,2.00978
HHS Regions,Region 3,2018,18,1436,23,77,6.96379,1.60167,5.36212
HHS Regions,Region 4,2018,18,3217,66,110,5.47094,2.0516,3.41933
HHS Regions,Region 5,2018,18,4330,121,350,10.8776,2.79446,8.08314
HHS Regions,Region 6,2018,18,1544,4,14,1.1658,0.259067,0.906736
HHS Regions,Region 7,2018,18,767,14,21,4.56323,1.82529,2.73794
HHS Regions,Region 8,2018,18,1082,31,29,5.54529,2.86506,2.68022
HHS Regions,Region 9,2018,18,986,7,15,2.23124,0.709939,1.5213
HHS Regions,Region 10,2018,18,798,9,21,3.7594,1.12782,2.63158
HHS Regions,Region 1,2018,19,843,4,20,2.84698,0.474496,2.37248
HHS Regions,Region 2,2018,19,1693,33,45,4.60721,1.9492,2.658
HHS Regions,Region 3,2018,19,1105,8,36,3.9819,0.723982,3.25792
HHS Regions,Region 4,2018,19,3007,65,98,5.42069,2.16162,3.25906
HHS Regions,Region 5,2018,19,3663,44,206,6.82501,1.2012,5.62381
HHS Regions,Region 6,2018,19,1417,8,12,1.41143,0.564573,0.84686
HHS Regions,Region 7,2018,19,752,4,8,1.59574,0.531915,1.06383
HHS Regions,Region 8,2018,19,972,13,20,3.39506,1.33745,2.05761
HHS Regions,Region 9,2018,19,882,4,5,1.02041,0.453515,0.566893
HHS Regions,Region 10,2018,19,644,8,17,3.88199,1.24224,2.63975
HHS Regions,Region 1,2018,20,768,12,10,2.86458,1.5625,1.30208
HHS Regions,Region 2,2018,20,1541,26,18,2.85529,1.68722,1.16807
HHS Regions,Region 3,2018,20,990,12,30,4.24242,1.21212,3.0303
HHS Regions,Region 4,2018,20,2817,74,64,4.89883,2.62691,2.27192
HHS Regions,Region 5,2018,20,2839,33,81,4.0155,1.16238,2.85312
HHS Regions,Region 6,2018,20,1243,4,8,0.965406,0.321802,0.643604
HHS Regions,Region 7,2018,20,620,2,1,0.483871,0.322581,0.16129
HHS Regions,Region 8,2018,20,885,7,11,2.0339,0.79096,1.24294
HHS Regions,Region 9,2018,20,805,2,8,1.24224,0.248447,0.993789
HHS Regions,Region 10,2018,20,505,4,5,1.78218,0.792079,0.990099
HHS Regions,Region 1,2018,21,650,8,4,1.84615,1.23077,0.615385
HHS Regions,Region 2,2018,21,1390,16,6,1.58273,1.15108,0.431655
HHS Regions,Region 3,2018,21,849,3,9,1.41343,0.353357,1.06007
HHS Regions,Region 4,2018,21,2767,62,73,4.87893,2.24069,2.63824
HHS Regions,Region 5,2018,21,2491,16,40,2.24809,0.642312,1.60578
HHS Regions,Region 6,2018,21,1100,2,5,0.636364,0.181818,0.454545
HHS Regions,Region 7,2018,21,585,1,4,0.854701,0.17094,0.683761
HHS Regions,Region 8,2018,21,810,2,5,0.864198,0.246914,0.617284
HHS Regions,Region 9,2018,21,686,5,11,2.33236,0.728863,1.6035
HHS Regions,Region 10,2018,21,471,4,6,2.12314,0.849257,1.27389
HHS Regions,Region 1,2018,22,588,2,3,0.85034,0.340136,0.510204
HHS Regions,Region 2,2018,22,1317,12,2,1.06302,0.911162,0.15186
HHS Regions,Region 3,2018,22,651,2,2,0.614439,0.30722,0.30722
HHS Regions,Region 4,2018,22,2613,48,57,4.01837,1.83697,2.1814
HHS Regions,Region 5,2018,22,2304,1,12,0.564236,0.0434028,0.520833
HHS Regions,Region 6,2018,22,1037,4,1,0.48216,0.385728,0.096432
HHS Regions,Region 7,2018,22,529,0,0,0,0,0
HHS Regions,Region 8,2018,22,696,3,3,0.862069,0.431034,0.431034
HHS Regions,Region 9,2018,22,680,4,8,1.76471,0.588235,1.17647
HHS Regions,Region 10,2018,22,374,0,1,0.26738,0,0.26738
HHS Regions,Region 1,2018,23,498,1,2,0.60241,0.200803,0.401606
HHS Regions,Region 2,2018,23,1281,5,2,0.546448,0.39032,0.156128
HHS Regions,Region 3,2018,23,551,1,2,0.544465,0.181488,0.362976
HHS Regions,Region 4,2018,23,2264,49,48,4.28445,2.16431,2.12014
HHS Regions,Region 5,2018,23,1801,9,8,0.94392,0.499722,0.444198
HHS Regions,Region 6,2018,23,981,3,4,0.713558,0.30581,0.407747
HHS Regions,Region 7,2018,23,541,0,0,0,0,0
HHS Regions,Region 8,2018,23,734,1,0,0.13624,0.13624,0
HHS Regions,Region 9,2018,23,624,0,14,2.24359,0,2.24359
HHS Regions,Region 10,2018,23,428,4,0,0.934579,0.934579,0
HHS Regions,Region 1,2018,24,491,0,1,0.203666,0,0.203666
HHS Regions,Region 2,2018,24,1175,3,0,0.255319,0.255319,0
HHS Regions,Region 3,2018,24,610,0,2,0.327869,0,0.327869
HHS Regions,Region 4,2018,24,2076,41,53,4.52794,1.97495,2.55299
HHS Regions,Region 5,2018,24,1662,2,2,0.240674,0.120337,0.120337
HHS Regions,Region 6,2018,24,904,1,1,0.221239,0.110619,0.110619
HHS Regions,Region 7,2018,24,473,0,0,0,0,0
HHS Regions,Region 8,2018,24,651,3,1,0.614439,0.460829,0.15361
HHS Regions,Region 9,2018,24,514,1,4,0.972763,0.194553,0.77821
HHS Regions,Region 10,2018,24,373,0,1,0.268097,0,0.268097
HHS Regions,Region 1,2018,25,435,0,0,0,0,0
HHS Regions,Region 2,2018,25,1094,0,0,0,0,0
HHS Regions,Region 3,2018,25,627,0,0,0,0,0
HHS Regions,Region 4,2018,25,1934,39,29,3.51603,2.01655,1.49948
HHS Regions,Region 5,2018,25,1569,4,1,0.318674,0.254939,0.0637349
HHS Regions,Region 6,2018,25,811,4,3,0.863132,0.493218,0.369914
HHS Regions,Region 7,2018,25,471,0,0,0,0,0
HHS Regions,Region 8,2018,25,624,1,2,0.480769,0.160256,0.320513
HHS Regions,Region 9,2018,25,547,1,3,0.731261,0.182815,0.548446
HHS Regions,Region 10,2018,25,390,0,0,0,0,0
HHS Regions,Region 1,2018,26,305,2,0,0.655738,0.655738,0
HHS Regions,Region 2,2018,26,951,1,0,0.105152,0.105152,0
HHS Regions,Region 3,2018,26,564,0,2,0.35461,0,0.35461
HHS Regions,Region 4,2018,26,1816,42,22,3.52423,2.31278,1.21145
HHS Regions,Region 5,2018,26,1482,4,1,0.337382,0.269906,0.0674764
HHS Regions,Region 6,2018,26,798,3,2,0.626566,0.37594,0.250627
HHS Regions,Region 7,2018,26,522,1,1,0.383142,0.191571,0.191571
HHS Regions,Region 8,2018,26,587,1,1,0.340716,0.170358,0.170358
HHS Regions,Region 9,2018,26,388,2,0,0.515464,0.515464,0
HHS Regions,Region 10,2018,26,310,1,0,0.322581,0.322581,0
HHS Regions,Region 1,2018,27,322,0,0,0,0,0
HHS Regions,Region 2,2018,27,910,0,0,0,0,0
HHS Regions,Region 3,2018,27,561,1,3,0.713012,0.178253,0.534759
HHS Regions,Region 4,2018,27,1634,36,14,3.05998,2.20318,0.856793
HHS Regions,Region 5,2018,27,1225,1,1,0.163265,0.0816327,0.0816327
HHS Regions,Region 6,2018,27,659,1,2,0.455235,0.151745,0.30349
HHS Regions,Region 7,2018,27,303,0,1,0.330033,0,0.330033
HHS Regions,Region 8,2018,27,536,3,0,0.559701,0.559701,0
HHS Regions,Region 9,2018,27,482,0,4,0.829876,0,0.829876
HHS Regions,Region 10,2018,27,239,2,0,0.83682,0.83682,0
HHS Regions,Region 1,2018,28,321,1,0,0.311526,0.311526,0
HHS Regions,Region 2,2018,28,993,6,0,0.60423,0.60423,0
HHS Regions,Region 3,2018,28,569,2,0,0.351494,0.351494,0
HHS Regions,Region 4,2018,28,1527,34,10,2.88147,2.22659,0.654879
HHS Regions,Region 5,2018,28,1283,1,1,0.155885,0.0779423,0.0779423
HHS Regions,Region 6,2018,28,682,1,0,0.146628,0.146628,0
HHS Regions,Region 7,2018,28,460,1,0,0.217391,0.217391,0
HHS Regions,Region 8,2018,28,523,1,0,0.191205,0.191205,0
HHS Regions,Region 9,2018,28,344,2,0,0.581395,0.581395,0
HHS Regions,Region 10,2018,28,270,2,2,1.48148,0.740741,0.740741
HHS Regions,Region 1,2018,29,314,0,0,0,0,0
