"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"HHS Region 9","Season onset","Point","week",NA,NA,53
"HHS Region 9","Season onset","Bin","week","40","41",4e-04
"HHS Region 9","Season onset","Bin","week","41","42",4e-04
"HHS Region 9","Season onset","Bin","week","42","43",4e-04
"HHS Region 9","Season onset","Bin","week","43","44",4e-04
"HHS Region 9","Season onset","Bin","week","44","45",4e-04
"HHS Region 9","Season onset","Bin","week","45","46",4e-04
"HHS Region 9","Season onset","Bin","week","46","47",4e-04
"HHS Region 9","Season onset","Bin","week","47","48",4e-04
"HHS Region 9","Season onset","Bin","week","48","49",0.11
"HHS Region 9","Season onset","Bin","week","49","50",0.04
"HHS Region 9","Season onset","Bin","week","50","51",4e-04
"HHS Region 9","Season onset","Bin","week","51","52",0.13
"HHS Region 9","Season onset","Bin","week","52","53",0.2
"HHS Region 9","Season onset","Bin","week","1","2",0.047
"HHS Region 9","Season onset","Bin","week","2","3",0.3
"HHS Region 9","Season onset","Bin","week","3","4",4e-04
"HHS Region 9","Season onset","Bin","week","4","5",4e-04
"HHS Region 9","Season onset","Bin","week","5","6",4e-04
"HHS Region 9","Season onset","Bin","week","6","7",0.11
"HHS Region 9","Season onset","Bin","week","7","8",0.046
"HHS Region 9","Season onset","Bin","week","8","9",4e-04
"HHS Region 9","Season onset","Bin","week","9","10",4e-04
"HHS Region 9","Season onset","Bin","week","10","11",4e-04
"HHS Region 9","Season onset","Bin","week","11","12",4e-04
"HHS Region 9","Season onset","Bin","week","12","13",4e-04
"HHS Region 9","Season onset","Bin","week","13","14",4e-04
"HHS Region 9","Season onset","Bin","week","14","15",4e-04
"HHS Region 9","Season onset","Bin","week","15","16",4e-04
"HHS Region 9","Season onset","Bin","week","16","17",4e-04
"HHS Region 9","Season onset","Bin","week","17","18",4e-04
"HHS Region 9","Season onset","Bin","week","18","19",4e-04
"HHS Region 9","Season onset","Bin","week","19","20",4e-04
"HHS Region 9","Season onset","Bin","week","20","21",4e-04
"HHS Region 9","Season onset","Bin","week","none","none",4e-04
